date,pm25,pm10,o3,no2,so2, co
2018/9/9,14,6,22,2,3,1
2018/9/10,15,12,20,3,3,1
2018/9/11,23,9,20,3,3,2
2018/9/12,17,9,19,2,3,2
2018/9/13,20,6,17,8,4,1
2018/9/14,17,6,19,4,3,1
2018/9/15,15,7,21,3,4,1
2018/9/16,16,6,29,3,5,1
2018/9/17,18,7,24,5,6,1
2018/9/18,22,9,25,1,6,1
2018/9/19,21,9,25,5,6,2
2018/9/20,14,5,22,8,6,2
2018/9/21,13,8,22,8,5,1
2018/9/22,19,5,21,10,4,2
2018/9/23,16,6,21,8,2,1
2018/9/24,14,7,27,2,3,1
2018/9/25,17,5,19,1,2,1
2018/9/26,10,7,20,9, , 
2018/9/27,21,7,15,12, ,1
2018/9/28,18,6,24,3,1,1
2018/9/29,12,6,22,6,2,1
2018/9/30,19,8,22,9,1,1
2018/4/1,18,5,41,1,3,1
2018/4/2,12,4,39,2,5,1
2018/4/3,8,4,36,10,5,1
2018/4/4,11,9,28,9,4, 
2018/4/5,18,13,29,8,6,1
2018/4/6,36,11,36,8,9,1
2018/4/7,26,9,31,7,10,1
2018/4/8,27,11,28,8,13,2
2018/4/9,37,8,33,3,15,1
2018/4/10,16,22,34,3,15,1
2018/4/11,37,28,35,3,8,2
2018/4/12,45,30,33,7,11,2
2018/4/13,52,19,31,9,10,2
2018/4/14,58,23,36,4,6,2
2018/4/15,71,9,39,3,6,2
2018/4/16,27,10,42,2,5,2
2018/4/17,24,7,31,4, ,1
2018/4/18,20,11,36,3, ,1
2018/4/19,26,10,32,7, ,1
2018/4/20,24,14,34,10, ,3
2018/4/21,33,14,33,6,2,4
2018/4/22,34,6,32,3,1,4
2018/4/23,12,8,31,4,1,2
2018/4/24,17,7,29,3,2,1
2018/4/25,13,7,32,5,2,1
2018/4/26,16,8,33,6,2,1
2018/4/27,16,5,34,3,1,1
2018/4/28,17,7,35,4,1,1
2018/4/29,17,11,36,4,1,1
2018/4/30,20,8,36,6,3,1
2018/5/1,21,6,34,7,3,2
2018/5/2,14,10,33,2,2,2
2018/5/3,20,5,22,3,1,3
2018/5/4,15,6,19,1, ,3
2018/5/5,19,8,23,5, ,3
2018/5/6,27,12,46,4,1,3
2018/5/7,32,11,50,3,2,3
2018/5/8,34,6,33,2,2,4
2018/5/9,13,12,33,4,2,4
2018/5/10,23,12,34,4,2,3
2018/5/11,27,6,36,4,2,3
2018/5/12,18,10,34,5,2,3
2018/5/13,34,9,33,7,1,3
2018/5/14,23,9,29,10,1,3
2018/5/15,24,8,30,3,1,3
2018/5/16,14,10,32,4,1,3
2018/5/17,19,16,31,12,2,3
2018/5/18,38,15,41,4,2,3
2018/5/19,38,13,43,1,2,3
2018/5/20,35,11,39,6,3,3
2018/5/21,30,8,37,1,2,3
2018/5/22,16,8,35,3,2,4
2018/5/23,21,13,37,3,2,4
2018/5/24,44,17,46,3,2,3
2018/5/25,45,22,44,1,2,4
2018/5/26,56,12,32,1,3,4
2018/5/27,36,12,37,4,3,4
2018/5/28,43,10,40,3,3,3
2018/5/29,35,22,40,2,3,3
2018/5/30,53,23,37,8,2,4
2018/5/31,65,25,28,14,2,5
2018/6/1,67,24,27,14,2,5
2018/6/2,69,19,30,6,2,4
2018/6/3,61,12,31,2,2,4
2018/6/4,41,18,31,2,2,3
2018/6/5,30,21,32,3,2,4
2018/6/6,32,20,30,3,2,4
2018/6/7,35,10,29,2,3,4
2018/6/8,22,12,27,2,3,4
2018/6/9,31,17,29,5,4,4
2018/6/10,46,9,25,5,3,4
2018/6/11,25,9,25,6,3,4
2018/6/12,27,9,27,2,4,4
2018/6/13,25,14,24,3,5,4
2018/6/14,26,9,22,2,4,5
2018/6/15,21,6,23,4,5,6
2018/6/16,18,6,24,1,5,6
2018/6/17,14,12,27,4,5,5
2018/6/18,24,14,24,6,4,5
2018/6/19,24,6,21,12,7,4
2018/6/20,17,10,22,16,5,2
2018/6/21,19,10,23,16,5,2
2018/6/22,24,10,22,14,6,2
2018/6/23,23,8,32, ,7,3
2018/6/24,22,12,35, ,7,3
2018/6/25,30,14,32,2,6,2
2018/6/26,43,17,32,6,4,1
2018/6/27,51,22,39,11,5, 
2018/6/28,53,14,33,3,5,3
2018/6/29,41,15,31,4,6,3
2018/6/30,33,21,33,5,6,4
2018/1/2,16,7,21,5,7,9
2018/1/3,16,5,22,9,9,10
2018/1/4,14,5,18,11,9,10
2018/1/5,16,6,14,11,9,10
2018/1/6,19,11,22,5,7,9
2018/1/7,17,21,10,26,8,11
2018/1/8,55,14,17,14,8,9
2018/1/9,29,17,17,5,10,10
2018/1/10,51,21,3,15,12,12
2018/1/11,66,13,3,21,9,11
2018/1/12,48, ,15,7,8,10
2018/1/16,11,3,24,6,6,2
2018/1/17,14,6,24,6,3,2
2018/1/18,15,6,17,8,1,3
2018/1/19,17,3,24,8,1,2
2018/1/20,11,7,20,19,1,3
2018/1/21,28,5,17,17,1,2
2018/1/22,23,12,25,6,1,3
2018/1/23,25,6,24,3,1,3
2018/1/24,13,6,26,1,2,3
2018/1/25,15,11,11,18,10,2
2018/1/26,39,10,18,18,5,2
2018/1/27,54,13,28,3,1,1
2018/1/31,16,5,30,8,4,2
2018/2/1,15,7,21,12,4,2
2018/2/2,16,10,22,14,4,2
2018/2/3,21,8,15,14,4,2
2018/2/4,28,12,12,18,4,2
2018/2/5,35,8,20,9,4,1
2018/2/6,20,9,25,15,6,1
2018/2/7,22,8,25,12,6,1
2018/2/8,16,9,26,4,7,1
2018/2/9,24,10,25,12,7,1
2018/2/10,17,9,31,5,7,1
2018/2/11,21,5,24,11,8,1
2018/2/12,13,4,28,5,7,1
2018/2/13,9,7,29,7,6,2
2018/2/14,12,6,26,3,3,4
2018/2/15,15,7,31,3,2,4
2018/2/16,15,8,28,2, ,3
2018/2/17,15,5,28,5, ,2
2018/2/18,12,10,15,18,1,3
2018/2/19,31,13,12,22,4,4
2018/2/20,40,7,19,14,3,2
2018/2/21,15,22,15,15,3,5
2018/2/22,41, , , , , 
2018/2/23,36,15,22,10,3,3
2018/2/24,52,17,28,6,3,3
2018/2/25,44,18,27,4,3,3
2018/2/26,37,10,29,6,2,3
2018/2/27,17,7,33,3,3,3
2018/2/28,11,6,31,2,3,3
2018/3/1,10,10,34, ,5,4
2018/3/2,17, , , , , 
2018/3/4,16,26,27,4,7,7
2018/3/5,71,20,18,7,11,8
2018/3/6,62, , , , , 
2018/3/8,23,9,26,12,4,6
2018/3/9,21,11,31,9,3,5
2018/3/10,19,10,20,6,3, 
2018/3/11,32, , , , , 
2018/3/13,9,12,17,15,3,1
2018/3/14,31,13,26,7,4,1
2018/3/15,33,16,20,5,8,1
2018/3/16,45,6,29,2,5,1
2018/3/17,19,14,35,1,3, 
2018/3/18,25,13,37,1,2, 
2018/3/19,22,15,36,7,2,1
2018/3/20,22,15,23,16,3,1
2018/3/21,38,10,29,5,2,1
2018/3/22,21,10,35,3,4,1
2018/3/23,19,5,34,6,7,1
2018/3/24,12,9,29,10,6,1
2018/3/25,13,9,28,11,4,1
2018/3/26,16,7,31,8,5,1
2018/3/27,20,9,31,10, ,1
2018/3/28,19,11,31,8, ,1
2018/3/29,23,9,34,1, ,1
2018/3/30,19,14,36,1,1,1
2018/3/31,33,9,38,2,1,1
2017/10/1,13,9,23,4,6,6
2017/10/2,16,9,24,5,5,6
2017/10/3,15,6,23,7,1,6
2017/10/4,13,5,18,7,1,6
2017/10/5,11,7,17,7, ,5
2017/10/6,15,3,17,4,1,5
2017/10/7,10,4,18,3,1,6
2017/10/8,10,5,20,3,1,6
2017/10/9,12,6,22,3,1,7
2017/10/10,11,5,23,6,2,7
2017/10/11,13,7,21,2,1,7
2017/10/12,12,5,20,4,1,6
2017/10/13,10,11,23,4,1,6
2017/10/14,16,9,23,2,2,6
2017/10/15,24,11,26,5,2,7
2017/10/16,25,4,24,4,2,7
2017/10/17,10,8,22,4,2,7
2017/10/18,14,16,10,8,3,8
2017/10/19,44,10,16,11,3,9
2017/10/20,33,7,17,6,4,9
2017/10/21,16,5,20,6,4,9
2017/10/22,14,7,19,6,3,9
2017/10/23,14,6,25,5,4,9
2017/10/24,13,7,22,3,4,9
2017/10/25,14,13,10,15, ,6
2017/10/26,25,7,20,9, ,5
2017/10/27,20,3,20,2, ,5
2017/10/28,10,11,21,10, ,5
2017/10/30,24,12,17,12, ,7
2017/10/31,26,5,13,1,1,6
2017/11/1,15,4,16,4,2,6
2017/11/2,14,10,13,14,2,6
2017/11/3,17,5,22,5,3,4
2017/11/4,13,5,20,5,3,4
2017/11/5,14,13,16,13,3,5
2017/11/6,36,11,26,8,3,5
2017/11/7,27,8,25,12,4,5
2017/11/8,15,6,21,10,3,5
2017/11/9,20,12,24,8,4,5
2017/11/10,20,9,22,12,4,5
2017/11/11,17,9,16,16,5,6
2017/11/12,22,6,16,10,4,5
2017/11/13,15,8,17,9,4,5
2017/11/14,15,6,16,13,5,5
2017/11/15,15,13,17,16,5,6
2017/11/16,29,9,22,8,5,5
2017/11/17,14,7,23,5,5,5
2017/11/18,14,9,20,15,6,6
2017/11/19,19,9,12,15,6,6
2017/11/20,23,8,12,16,8,7
2017/11/21,28,8,17,15,6,7
2017/11/22,32, , , , , 
2017/11/24,20,3,17,7, ,2
2017/11/25,10,5,16,11, ,2
2017/11/26,13,5,19,8, ,3
2017/11/27,12,7,19,13, ,4
2017/11/28,15,5,20,12, ,3
2017/11/29,13,7,22,13, ,3
2017/11/30,15,8,21,13, ,2
2017/12/1,15,12,16,20, ,3
2017/12/2,25,5,18,12, ,3
2017/12/3,16,12,15,14, ,3
2017/12/4,24,5,19,11,1,3
2017/12/5,14,3,21,3,1,3
2017/12/6,9,4,23,1,2,3
2017/12/7,10,8,23,8,4,4
2017/12/8,12,8,16,15,3,3
2017/12/9,15,7,14,16,3,4
2017/12/10,21,10,8,22,5,5
2017/12/11,36,10,7,25,6,6
2017/12/12,34,8,15,16,4,5
2017/12/13,21,6,22,8,3,5
2017/12/14,14,7,23,14,4,6
2017/12/15,24,8,11,20,3,5
2017/12/16,24,7,11,20,2,5
2017/12/17,26,7,17,13,3,4
2017/12/18,25,12,16,18,2,4
2017/12/19,27,4,15,6,2,3
2017/12/20,12,5,19,9,2,3
2017/12/21,15,14,17,20,3,7
2017/12/22,43,8,16,11,2,6
2017/12/23,31,4,19, ,2,5
2017/12/24,12,4,21, ,4,5
2017/12/25,10, , , , , 
2017/12/28,26,7,15,17,6,8
2017/12/29,19,8,16,12,7,8
2017/12/30,29,9,24,10,8,9
2017/12/31,25, , , , , 
2017/7/1,26,8,21,2,1,5
2017/7/2,25,8,18,5,2,5
2017/7/3,24,8,22,5,2,6
2017/7/4,24,8,20,3,1,6
2017/7/5,26,10,16,9,2,7
2017/7/6,34,7,16,6,1,6
2017/7/7,25,6,27,3,1,5
2017/7/8,22,6,21,2,2,6
2017/7/9,24,5,20,4,2,6
2017/7/10,19,7,21,4,3,6
2017/7/11,24,9,25,6,3,6
2017/7/12,31,8,23,6,3,5
2017/7/13,27,6,18,5,3,4
2017/7/14,22,4,18,2,3,6
2017/7/15,22,9,21,2,2,5
2017/7/16,23,18,18,4,2,5
2017/7/17,37,16,28,5,2,6
2017/7/18,47,19,21,2,3,7
2017/7/19,47,9,19,4,4,7
2017/7/20,25,12,25,4,4,7
2017/7/21,31,18,26,3,4,7
2017/7/22,39,11,26,6,4,8
2017/7/23,42,11,24,6,4,7
2017/7/24,36,9,17,5,5,7
2017/7/25,33,11,21,4,6,8
2017/7/26,39,8,16,2,7,7
2017/7/27,26, ,18,3,7,8
2017/8/1,27,7,19,6,8,9
2017/8/2,29,8,20,5,9,9
2017/8/3,25,7,19,9,8,9
2017/8/4,24,8,19,7,9,9
2017/8/5,26,6,19,3,8,8
2017/8/6,19,5,15,2,9,8
2017/8/7,18,8,19,3,10,3
2017/8/8,22,6,14,9,9,3
2017/8/9,21,10,18,4,10,3
2017/8/10,30,5,15,2,5,3
2017/8/11,21,6,16,5,1,3
2017/8/12,26,6,15,3,1,2
2017/8/13,22,4,12,3,2,3
2017/8/14,18,4,13,3,2,3
2017/8/15,14,6,12,2,3,3
2017/8/16,13,8,14,2,3,3
2017/8/17,19,6,13,3,4,4
2017/8/18,14,9,16,2,4,4
2017/8/19,20,6,12,4,3,3
2017/8/20,18,11,18,8,4,3
2017/8/21,28,21,18,8,4,4
2017/8/22,50,13,14,5, ,4
2017/8/23,36,5,17,2, ,3
2017/8/24,14,4,15,3, ,4
2017/8/25,10,5,14,3, ,4
2017/8/26,15,3,17,1,1,4
2017/8/27,11,4,15,2,1,5
2017/8/28,13,10,18,3,1,5
2017/8/29,19,8,16,5,2,5
2017/8/30,17,7,15,6,2,4
2017/8/31,18,8,16,6,1,4
2017/9/1,22,6,18,3,2,4
2017/9/2,16,8,19,2,3,5
2017/9/3,23,5,16,3,3,6
2017/9/4,15,8,17,4,4,5
2017/9/5,16, , , , , 
2017/9/11,10,6,17,5,7,6
2017/9/12,11,5,11,12,8,7
2017/9/13,12,4,14,9,7,6
2017/9/14,12,6,14,9,7,6
2017/9/15,12,5,12,9,7,6
2017/9/16,14,9,20,6,7,6
2017/9/17,17,7,15,9,7,6
2017/9/18,16,8,16,11,7,7
2017/9/19,18,5,16,7,10,7
2017/9/20,17,4,14,8, ,7
2017/9/21,11,5,14,6, ,7
2017/9/22,11,5,14,5,1,7
2017/9/23,14,10,14,9,2,8
2017/9/24,28,24,12,11,2,9
2017/9/25,68,22,18,9,3,8
2017/9/26,66,20,21,4,4,9
2017/9/27,60,4,19,5,4,7
2017/9/28,10,10,21,2,2,5
2017/9/29,20,9,18,7,3,6
2017/9/30,19,6,24,4,5,6
2017/4/1,29,6,34,7,1,2
2017/4/2,21,6,34,4,1,2
2017/4/3,21,11,30,8,1,2
2017/4/4,24,13,32,9,1,2
2017/4/5,27,5,28,10,1,2
2017/4/6,17,5,31,11,1,1
2017/4/7,21,15,33,4,1, 
2017/4/8,49,19,35,11,1, 
2017/4/9,55,7,26,5,1, 
2017/4/10,19,14,34,6,1, 
2017/4/11,25,6,33,7,1, 
2017/4/12,20,8,29,9,1, 
2017/4/13,21,5,28,8,2,1
2017/4/14,23,7,33,7,1,1
2017/4/15,21,8,33,5,1,1
2017/4/16,21,8,33,6,1,1
2017/4/17,21,10,28,13,1,2
2017/4/18,24,8,28,9,1,1
2017/4/19,26,8,25,7,1, 
2017/4/20,24,7,27,7,1, 
2017/4/21,27,7,30,8,1,1
2017/4/22,22,6,32,6,1, 
2017/4/23,20,6,27,7,2,1
2017/4/24,16,7,26,8,1,1
2017/4/25,16,8,28,10,1,2
2017/4/26,19,7,26,9,2,2
2017/4/27,19,8,30,11,2,2
2017/4/28,23,8,30,5,2,2
2017/4/29,32,24,41,4,2,2
2017/4/30,65,36,37,3,2,2
2017/5/1,64,33,39,4,2,2
2017/5/2,67,19,41,3,2,2
2017/5/3,49,22,38,3,1,1
2017/5/4,48,17,53,3,3,1
2017/5/5,42,16,39,2,1,1
2017/5/6,44,14,35,3,1,1
2017/5/7,43,18,38,3,1,2
2017/5/8,31,18,33,6,1,2
2017/5/9,38,15,31,9,3,2
2017/5/10,46,19,38,9,3,2
2017/5/11,53,28,35,4,4,2
2017/5/12,65,12,31,4,4,2
2017/5/13,48,8,30,3,3,3
2017/5/14,25,6,26,4,3,2
2017/5/15,24,4,28,3,3,1
2017/5/16,17,9,28,6,3,1
2017/5/17,29,12,27,8,4,1
2017/5/18,30,11,32,8,4,2
2017/5/19,35,5,29,6,4,2
2017/5/20,23,5,26,2,4,2
2017/5/21,22,10,28,7,5,3
2017/5/22,37,10,24,6,5,2
2017/5/23,28,7,20,7,4,2
2017/5/24,27,17,28,9,5,2
2017/5/25,55,21,33,12,5,3
2017/5/26,56,26,28,6,6,3
2017/5/27,61,12,29,4,6,2
2017/5/28,34,12,22,3,6,2
2017/5/29,32,10,26,6,7,3
2017/5/30,30,13,27,6,7,2
2017/5/31,30,9,25,3,5,3
2017/6/1,28,9,25,6,2,4
2017/6/2,27,13,27,8,3,5
2017/6/3,38,6,27,3,3,5
2017/6/4,15,8,23,5,5,6
2017/6/5,25,6,26,11,6,7
2017/6/6,24,8,26,7,6,6
2017/6/7,23,7,27,6,6,8
2017/6/8,25,7,24,3,6,7
2017/6/9,25,7,24,2,6,6
2017/6/10,25,9,25,1,6,7
2017/6/11,32,7,25,3,6,7
2017/6/12,25,7,20,4,5,7
2017/6/13,25,10,32,3,5,8
2017/6/14,32,9,28,3,6,7
2017/6/15,29,8,22,5,6,7
2017/6/16,28,10,15,4,4,8
2017/6/17,32,8,20,2,4,7
2017/6/18,27,8,22,5,4,8
2017/6/19,31,4,24,4,4,7
2017/6/20,28,10,20,6,4,7
2017/6/21,39,9,20,7,4,8
2017/6/22,41,6,25,4,4,9
2017/6/23,26,10,26,3,4,8
2017/6/24,25,8,23,4,5,8
2017/6/25,20,8,20,6,5,8
2017/6/26,22,6,19,3,3,8
2017/6/27,24,11,28,2,1,5
2017/6/28,26,8,25,7,1,6
2017/6/29,26,6,21,9,1,6
2017/6/30,23,8,21,3,1,5
2017/1/3,20,6,25,7,3,4
2017/1/4,10,15,20,15,2,4
2017/1/5,21,17,17,20,3,5
2017/1/6,32,9,20,9,2,3
2017/1/7,24,8,19,12,2,3
2017/1/8,22,8,24,5,2,2
2017/1/9,17,9,25,3,1,2
2017/1/10,18,20,26,9, , 
2017/1/11,34,14,28,8, , 
2017/1/12,22,11,25,11, , 
2017/1/13,18,19,25,13, , 
2017/1/14,16,13,18,18, , 
2017/1/15,23,10,24,13, , 
2017/1/16,17,9,18,15, ,1
2017/1/17,26,5,19,10,1,2
2017/1/18,22, ,21,6,2,3
2017/1/19,24,12,20,12,2,3
2017/1/20,34,10,16,6,2,2
2017/1/21,37,16,8,13,2,4
2017/1/22,60,21,7,14,2,3
2017/1/23,72,24,16,14,2,3
2017/1/24,72,6,29,5,2,3
2017/1/25,23,12,29,4,2,3
2017/1/26,33,29,16,16,4,3
2017/1/27,89,29,13,18,3,3
2017/1/28,84,21,15,15,3,4
2017/1/29,71,6,24,12,3,3
2017/1/30,23,9,20,14,3,3
2017/1/31,33,6,20,11,3,3
2017/2/1,34,8,17,16,3,3
2017/2/2,34,8,26,7,3,3
2017/2/3,25,10,29,6,2,2
2017/2/4,26,8,26,6,1,2
2017/2/5,25,12,17,12,1,2
2017/2/6,46,8,19,12,1,2
2017/2/7,33,6,16,17,1,3
2017/2/8,25, ,17,13,1,2
2017/2/11,31, ,27,5,1,2
2017/2/12,23, ,32,2,1,1
2017/2/13,33,33,28,4,2,2
2017/2/14,73, ,27,10,2,3
2017/2/15,97,20,18,17,2,4
2017/2/16,86,10,25,6,2,2
2017/2/17,27,10,20,18,3,3
2017/2/18,34,7,26,4,2,2
2017/2/19,29,4,29,5,2,2
2017/2/20,14,6,25,8,3,2
2017/2/21,16,11,28,6,3,2
2017/2/22,20,12,29,11,3,2
2017/2/23,19,8,27,3,3,2
2017/2/24,15, , , , , 
2017/2/25,18, , , , , 
2017/2/28,16, , , , , 
2017/3/2,17,3,17,12,4, 
2017/3/3,11,9,26,5,5, 
2017/3/4,42, ,28,3,5, 
2017/3/5,16, , , , , 
2017/3/10,12,9,13,15, , 
2017/3/11,25,6,21,9, , 
2017/3/12,25,6,20,10, , 
2017/3/13,26,13,24,5, ,1
2017/3/14,35,20,23,10, , 
2017/3/15,42,16,24,6, ,1
2017/3/16,39,7,25,6,1,1
2017/3/17,25,3,29,6,1,1
2017/3/18,16,5,24,10,2,1
2017/3/19,22,5,29,6,2,1
2017/3/20,17,8,30,6,2,1
2017/3/21,21,4,30,5,2,1
2017/3/22,16,8,32,8,1,2
2017/3/23,24,13,32,4, ,1
2017/3/24,24,15,24,18,1,2
2017/3/25,41,13,25,20,1,2
2017/3/26,64,13,33,12,1,2
2017/3/27,43,24,27,8,1,2
2017/3/28,74,35,25,12,2,2
2017/3/29,100,3,30,5,2,2
2017/3/30,17,6,35,6,2,2
2017/3/31,24,8,34,9,2,3
2016/10/1,21,7,20,10,4,1
2016/10/2,26,6,13,9,4,1
2016/10/3,21,11,23,6,4,1
2016/10/4,30,11,23,3,3,1
2016/10/5,20,13,24,2,1,2
2016/10/6,22,13,24,6, ,2
2016/10/7,24,11,21,4, ,3
2016/10/8,21,10,19,12, ,4
2016/10/9,30,10,20,11, ,3
2016/10/10,32,7,24,3, ,2
2016/10/11,15,9,23,4, ,3
2016/10/12,18,7,21,4, ,3
2016/10/13,16,11,17,4, ,4
2016/10/14,31,13,18,6,1,4
2016/10/15,43,13,17,7, ,4
2016/10/16,49,4,22,4,1,3
2016/10/17,12,5,23,12,1,3
2016/10/18,17,8,11,18,1,4
2016/10/19,24,10,12,20,3,5
2016/10/20,34,13,11,17,2,5
2016/10/21,36,9,20,10,1,4
2016/10/22,32,6,22,2,1,4
2016/10/23,16,7,9,11,1,5
2016/10/24,18,9,16,10,2,5
2016/10/25,29,10,21,6,2,4
2016/10/26,32,4,22,3,2,4
2016/10/27,16,15,21,12,2,4
2016/10/28,27,9,21,13,2,5
2016/10/29,29,8,20,8,2,4
2016/10/31,25,12,25,12,2,5
2016/11/1,47,7,18,16,2,4
2016/11/2,20,8,14,14, ,2
2016/11/3,21,6,19,7, ,2
2016/11/4,16,9,22,13, ,2
2016/11/5,19,8,17,10, ,2
2016/11/6,22,5,17,6, ,2
2016/11/7,12,7,14,16, ,2
2016/11/8,16,9,19,14,1,3
2016/11/9,23,6,23,10, ,3
2016/11/10,23,8,12,19, ,4
2016/11/11,23,8,17,15, ,3
2016/11/12,26,7,18,12, ,4
2016/11/13,21,7,21,8, ,4
2016/11/14,17,4,21,6, ,4
2016/11/15,14,12,21,5,1,4
2016/11/16,27,8,25,8,1,4
2016/11/17,19,4,25,11,1,4
2016/11/18,13,5,18,16,1,4
2016/11/19,16,7,20,14,1,4
2016/11/20,21,12,17,22,1,5
2016/11/21,47,14,25,16,2,4
2016/11/22,45,7,28,16,1,4
2016/11/23,16,19,4,32,5,7
2016/11/24,49,27,1,34,7,7
2016/11/25,69,14,8,25,2,5
2016/11/26,41,15,16,24,2,6
2016/11/27,41,15,22,18,2,5
2016/11/28,29,18,12,22,2,5
2016/11/29,35,16,16,12,2,4
2016/11/30,31,13,23,9,1,4
2016/12/1,22,14,20,15, ,4
2016/12/2,23,20,12,21,2,6
2016/12/3,42,18,15,19,1,5
2016/12/4,43,17,18,9,1,4
2016/12/5,35,23,10,22,1,6
2016/12/6,53,21,14,24,2,7
2016/12/7,65,6,24,3,1,4
2016/12/8,18,18,24,9,1,4
2016/12/9,34,9,24,7,1,4
2016/12/10,22,14,24,4,1,4
2016/12/11,30,10,25,7,1,4
2016/12/12,19,11,19,17,1,5
2016/12/13,29,14,10,12,2,5
2016/12/14,46,10,18,11,1,3
2016/12/15,34,20,8,12,1,3
2016/12/16,63,13,14,13,1,3
2016/12/17,41,11,22,5,2,2
2016/12/18,21,10,20,9,1,2
2016/12/19,26,13,15,16,2,3
2016/12/20,29,11,26,12,2,3
2016/12/21,30,9,25,5,2,2
2016/12/22,20,8,27,7,2,3
2016/12/23,14,10,29,3,2,3
2016/12/24,18,7,28,3,2,3
2016/12/25,17,6,29, ,2,3
2016/12/26,14,9,30,4,2,3
2016/12/27,20,14,24,4,2,2
2016/12/28,25,11,24,4,2,3
2016/12/29,28,15,23,4,2,3
2016/12/30,37,38,25,2,2,3
2016/12/31,59,12,26,5,3,4
2017/1/1,27,11,22,8,3,3
2017/1/2,19,11,17,13,3,4
2016/7/1,11,8,18,4,4, 
2016/7/2,18,8,19,3,4, 
2016/7/3,18,10,18,6,4, 
2016/7/4,15,11,16,9,3,1
2016/7/5,25,11,18,3, , 
2016/7/6,19,11,21,3,2, 
2016/7/7,19,11,19,5,5, 
2016/7/8,25,8,15,1,5, 
2016/7/9,17,10,19, ,5,7
2016/7/10,23,10,18,5,5,1
2016/7/11,18,11,15,8,6, 
2016/7/12,16,11,15,9,6, 
2016/7/13,18,10,18,9,6, 
2016/7/14,19, ,17,3,6, 
2016/7/17,24,11,16,4,6, 
2016/7/18,23,19,24,7,7, 
2016/7/19,44,13,29,9,7, 
2016/7/20,32,12,19,4,7, 
2016/7/21,29, ,17,2,7, 
2016/7/24,15,10,13,3,7,1
2016/7/25,16,15,15,3,7,18
2016/7/26,35,14,15,6,8, 
2016/7/27,9,11,16,6,8,1
2016/7/28,25,11,19,9,8, 
2016/7/29,22,9,16,4,8, 
2016/7/30,17,11,17,5,8, 
2016/7/31,17,10,20,6,9, 
2016/8/1,21,15,20,5,9, 
2016/8/2,31,10,14,2,6,1
2016/8/3,12,10,14,7, ,3
2016/8/4,17,12,20,5, , 
2016/8/5,25,10,16,2, , 
2016/8/6,19,9,19,2,1, 
2016/8/7,16,17,18,7,1, 
2016/8/8,23,21,16,11,2, 
2016/8/9,26, ,16,5,4, 
2016/8/12,28,7,16,5,5, 
2016/8/13,24,6,12,4,5, 
2016/8/14,11,9,20,11,6, 
2016/8/15,37,18,26,9,6, 
2016/8/16,54,19,21,8,6, 
2016/8/17,45,21,21,6,6, 
2016/8/18,49,14,20,7,6, 
2016/8/19,35,13,15,9,6, 
2016/8/20,30,10,26,7,6, 
2016/8/21,25,11,14,9,6, 
2016/8/22,27,9,13,10,6, 
2016/8/23,39,3,18,11,6, 
2016/8/24,31, ,18,4,6,1
2016/8/25,26, ,21,6,7,1
2016/8/26,27, ,20,6,6, 
2016/8/27,28, ,27,8,7,1
2016/8/28,29, ,19,6,7, 
2016/8/29,22, ,21,2,6, 
2016/8/30,26, ,17,5,7, 
2016/8/31,28, ,19,1, ,5
2016/9/1,21, ,16,4, ,4
2016/9/2,16, ,17,3, , 
2016/9/3,23, ,22,4, , 
2016/9/4,22, ,13,4, , 
2016/9/5,19,8,11,6,1, 
2016/9/6,20,6,10,7, , 
2016/9/7,22,17,15,6,1, 
2016/9/8,27,7,19,2, ,3
2016/9/9,17,15,20,2, ,3
2016/9/10,23,9,24, , ,3
2016/9/11,16,8,21,3, ,2
2016/9/12,18,9,14,15, ,3
2016/9/13,15,7,21,3, ,2
2016/9/14,18,16,22,10, ,4
2016/9/15,44,9,15,10, ,3
2016/9/16,27,6,16,7,1,2
2016/9/17,14,8,17,6, ,3
2016/9/18,23,8,13,9,1,3
2016/9/19,20,8,17,9, ,3
2016/9/20,20,11,12,11,1,3
2016/9/21,38,7,24,6,1,3
2016/9/22,15,7,26,2,1,2
2016/9/23,14,6,26,1,1,2
2016/9/24,19,5,24,1,1,3
2016/9/25,14,6,17,9,1,3
2016/9/26,19,14,20,3,1,3
2016/9/27,31,11,21,3,1,3
2016/9/28,28,7,21,3,1,2
2016/9/29,17,5,20,3,1,3
2016/9/30,15,7,18,8,4,1
2016/4/1,14,9,21,8,6,2
2016/4/2,22,17,23,11,6,3
2016/4/3,53,16,21,14,7,3
2016/4/4,45,7,21,15,7,3
2016/4/5,17,8,24,11,7,3
2016/4/6,13,7,23,16,7,3
2016/4/7,11, , , , , 
2016/4/19,30,15,27,12,10,5
2016/4/20,27,18,27,14,10,5
2016/4/21,36,15,26,6,9,5
2016/4/22,19,11,25,10,10,5
2016/4/23,16,8,26,10,10,5
2016/4/24,14,13,26,11,5,1
2016/4/25,18,8,24,12, , 
2016/4/26,14,8,18,10, , 
2016/4/27,10,7,20,9, ,1
2016/4/28,12,8,22,16, ,1
2016/4/29,15,8,24,11,1,1
2016/4/30,15,7,25,3, ,1
2016/5/1,13,9,26,8, ,1
2016/5/2,14,12,26,8,1,1
2016/5/3,17,16,26,4,1,1
2016/5/4,28,13,26,4,1,3
2016/5/5,25,20,32,10,1,4
2016/5/6,44,29,35,1,1,5
2016/5/7,59,32,37,3,1,5
