date,pm25,pm10,o3,no2,so2, co
2022/7/11,10,7,29,1,1, 
2022/7/12,16,8,14,2,2, 
2022/7/13,16,6,12,2,1, 
2022/7/14,12,4,12,4,1, 
2022/7/15,10,6,14,2,1, 
2022/7/16,17,9,27,5,2, 
2022/7/17,25,14,35,7,2, 
2022/7/18,30,18,48,12,2, 
2022/7/19,39,10,21,4,2, 
2022/7/20,22,6,14,3,2, 
2022/7/21,10,5,13,2,2, 
2022/7/22,10,6,12,3,2, 
2022/7/23,18,4,15,1,2, 
2022/7/24,11,4,12,4,2, 
2022/7/25,7,4,12,5,1, 
2022/7/26,8,5,22,3, , 
2022/7/27,11,9,21,3, , 
2022/7/28,24,6,23,5, , 
2022/7/29,16,3,18,4,1, 
2022/7/30,8,8,17,5,1, 
2022/7/31,16,6,17,3,1, 
2022/8/1,13,7,19,1,2, 
2022/8/2,13,5,18,1, , 
2022/8/3,10,6,15,2, , 
2022/8/4,11,8,20,3, , 
2022/8/5,19,9,20,1, , 
2022/8/6,22,6,17,1, , 
2022/8/7,15,9,22,2, , 
2022/8/8,20,8,19,2, , 
2022/8/9,18,10,28,3, , 
2022/8/10,24,15,25,5, , 
2022/8/11,35,12,34,3, , 
2022/8/12,36,11,32,3,1, 
2022/8/13,34,13,35,2,1, 
2022/8/14,36,14,31,3,1, 
2022/8/15,44,7,27,2,1,3
2022/8/16,12,9,22,1,1,3
2022/8/17,13,6,21,1,1, 
2022/8/18,12,8,18,1,1, 
2022/8/19,17,8,22,1,1, 
2022/8/20,18,8,18,1,1,1
2022/8/21,18,8,19,6,1,1
2022/8/22,22,6,17,3,1,2
2022/8/23,14,5,19,3,1,8
2022/8/24,12,8,18,3, ,19
2022/8/25,17,8,16,7, ,11
2022/8/26,20,6,21,5, ,2
2022/8/27,13,9,26,6, ,2
2022/8/28,28,7,22,3, ,2
2022/8/29,17,5,26,2, ,2
2022/8/30,10,5,26,3, ,2
2022/8/31,11,9,22,7, ,3
2022/9/1,20,8,29,4, ,3
2022/9/2,15,16,35,3,1,3
2022/9/3,38,11,23,3,1,4
2022/9/4,32,10,25,5,1,4
2022/9/5,26,8,25,4,1,4
2022/9/6,18,10,21,4,1,4
2022/9/7,24,13,33,4,1,4
2022/9/8,34,15,30,3,1,4
2022/9/9,27,7,25,5,1,4
2022/9/10,12,5,20,5,1,5
2022/9/11,14,4,23,3,1,5
2022/9/12,7,6,23,3,1,5
2022/9/13,12,6,20,5,1,5
2022/9/14,13,5,20,6,1,5
2022/9/15,10,4,19,6,1,4
2022/9/16,7,4,18,5,1,5
2022/9/17,8,3,19,4,1,4
2022/9/18,7,6,19,5,1,5
2022/9/19,17,8,23,5,1,2
2022/9/20,23,7,26,3,1, 
2022/9/21,21,5,25,3,1, 
2022/9/22,11,6,16,5,1, 
2022/9/23,13,4,18,6,1, 
2022/9/24,11,5,23,1,1, 
2022/9/25,10,10,22,4,2, 
2022/9/26,20,8,18,5,2, 
2022/9/27,13,6,22,7,2,1
2022/9/28,9,11,23,5,2,1
2022/9/29,28,7,22,2,2, 
2022/9/30,16,7,20,1,2, 
2022/4/1,13,7,32,5,2, 
2022/4/2,16,5,31,6,2, 
2022/4/3,13,3,21,7,2, 
2022/4/4,4,3,33,7,3, 
2022/4/5,8,4,28,2,4, 
2022/4/6,10,4,28,5,4, 
2022/4/7,10,6,27,10,1,1
2022/4/8,12,6,30,7, ,1
2022/4/9,14,7,29,4, , 
2022/4/10,15,13,35,3, , 
2022/4/11,36,17,46,4, , 
2022/4/12,50,9,19,10, , 
2022/4/13,29,12,18,10, , 
2022/4/14,28,13,13,13, , 
2022/4/15,33,8,21,7, , 
2022/4/16,26,11,31,4, , 
2022/4/17,34,4,30,3, , 
2022/4/18,10,8,26,6, , 
2022/4/19,17,10,31,7, , 
2022/4/20,25,15,35,2, , 
2022/4/21,49,16,33,2, , 
2022/4/22,40,16,35,1,1, 
2022/4/23,41,16,32,1,1, 
2022/4/24,39,10,30,2,1, 
2022/4/25,22,7,31,2,1, 
2022/4/26,15,11,31,2,1, 
2022/4/27,23,15,24,8,1, 
2022/4/28,38,13,28,9,1, 
2022/4/29,35,11,31,5,1, 
2022/4/30,33,5,19,6,1, 
2022/5/1,14,6,28,3,2, 
2022/5/2,18,15,25,5,1, 
2022/5/3,37,4,19,5, , 
2022/5/4,9,5,19,5,1, 
2022/5/5,14,4,20,5,1, 
2022/5/6,11,13,23,5,1, 
2022/5/7,30,11,27,5,1, 
2022/5/8,31,7,27,2,1, 
2022/5/9,19,6,26,2,2, 
2022/5/10,14,7,25,5,2, 
2022/5/11,13,6,30,3,2, 
2022/5/12,13,13,29,3,2, 
2022/5/13,34,18,27,6,2, 
2022/5/14,46,18,29,6,2, 
2022/5/15,49,10,26,4,2, 
2022/5/16,31,9,29,6,1, 
2022/5/17,25,8,32,3, , 
2022/5/18,18,7,30,1, , 
2022/5/19,16,6,30,2, , 
2022/5/20,14,7,26,2, , 
2022/5/21,18,4,24,1, , 
2022/5/22,11,4,22,4,1, 
2022/5/23,9,4,20,6,1, 
2022/5/24,7,6,25,3,1, 
2022/5/25,9,8,26,4,1, 
2022/5/26,17,9,23,5, , 
2022/5/27,18,5,24,4, , 
2022/5/28,10,3,22,3, , 
2022/5/29,7,4,27,4, , 
2022/5/30,8,5,27,4, , 
2022/5/31,13,7,26,5,1, 
2022/6/1,19,8,28,7,1, 
2022/6/2,19,9,28,2,1, 
2022/6/3,26,8,28,3,1, 
2022/6/4,21,7,27,2,1, 
2022/6/5,20,7,26,3,1, 
2022/6/6,21,10,21,3,1, 
2022/6/7,25,8,24,3,1, 
2022/6/8,26,4,20,3, , 
2022/6/9,12,12,21,2, , 
2022/6/10,27,8,25,1, , 
2022/6/11,18,6,25,2, , 
2022/6/12,15,10,21,4, , 
2022/6/13,22,5,21,3, , 
2022/6/14,12,9,22,6, , 
2022/6/15,18,8,22,4, , 
2022/6/16,17,7,26,2, , 
2022/6/17,15,11,21,3, ,1
2022/6/18,24,8,18,2, , 
2022/6/19,20,10,21,3, ,1
2022/6/20,20,4,15,2, , 
2022/6/21,8,6,16,3, , 
2022/6/22,9,6,18,4, , 
2022/6/23,14,8,26,5, , 
2022/6/24,23,6,21,2,1, 
2022/6/25,14,5,20,1,1, 
2022/6/26,10,5,20,2,1, 
2022/6/27,11,7,18,2,1, 
2022/6/28,17,4,13,3,1, 
2022/6/29,8,5,13,7,1, 
2022/6/30,12,5,16,4,1, 
2022/1/4,15,8,26,9,2,1
2022/1/5,21,10,23,15, ,1
2022/1/6,24,5,32,5, ,1
2022/1/7,12,3,33,7,1,1
2022/1/8,9,8,30,7,1, 
2022/1/9,19,6,32,9,2, 
2022/1/10,18,6,30,7,2, 
2022/1/11,17,13,31,3,2, 
2022/1/12,29,9,29,4,1, 
2022/1/13,21,4,31,4,2, 
2022/1/14,10,4,24,5, , 
2022/1/15,12,9,24,5, , 
2022/1/16,31,9,27,6, , 
2022/1/17,25,8,25,5, , 
2022/1/18,19,7,16,7, , 
2022/1/19,21,9,20,10, ,1
2022/1/20,18,12,23,13, ,1
2022/1/21,21,4,21,11, ,1
2022/1/22,8,4,24,6, ,1
2022/1/23,9,6,26,2, ,1
2022/1/24,15,21,22,7, ,1
2022/1/25,42,25,18,6,12, 
2022/1/26,55,5,22,3, , 
2022/1/27,13,7,25,12, ,1
2022/1/28,14,9,23,4, ,1
2022/1/29,21,10,26,5, , 
2022/1/30,23,10,28,6, ,1
2022/1/31,20,7,28,7, ,1
2022/2/1,14,14,27,7, ,1
2022/2/2,34,4,24,7, ,1
2022/2/3,9,7,25,3, ,1
2022/2/4,13,7,27,7,1,1
2022/2/5,15,5,30,3,1,1
2022/2/6,13,4,29,7,1,1
2022/2/7,10,7,27,3,1,1
2022/2/8,16,8,27,4,2,1
2022/2/9,18,6,27,3,3,2
2022/2/10,14,6,29,4,3,2
2022/2/11,12,8,27,8,2,2
2022/2/12,18,2,31,1,1,2
2022/2/13,6,6,25,6,1,2
2022/2/14,16,4,18,12,2,2
2022/2/15,9,6,26,5,2,2
2022/2/16,13,7,29,6,2,2
2022/2/17,17,6,27,8,1,2
2022/2/18,13,3,26,6, ,2
2022/2/19,9,4,28,5, ,2
2022/2/20,11,10,30,4,1,2
2022/2/21,24,7,28,7,1,2
2022/2/22,16,9,29,5,2,2
2022/2/23,21,7,31,2,1,2
2022/2/24,18,4,25,2,4,2
2022/2/25,11,10,21,6, ,1
2022/2/26,21,8,25,2, ,1
2022/2/27,21,9,21,6, ,1
2022/2/28,26,7,25,6, , 
2022/3/1,18,15,21,11,1,1
2022/3/2,29,12,24,6,1,1
2022/3/3,34,17,15,11,1,1
2022/3/4,50,4,22,11,1,1
2022/3/5,13,9,24,11,1,1
2022/3/6,15,13,19,15,2,1
2022/3/7,31,11,27,10,1,1
2022/3/8,25,23,25,6,1,1
2022/3/9,63,10,25,4,1, 
2022/3/10,27,6,21,5,1, 
2022/3/11,17,15,22,7, , 
2022/3/12,47,4,26,4, , 
2022/3/13,10,7,25,4,1, 
2022/3/14,21,6,26,5,1, 
2022/3/15,14,8,27,3,1, 
2022/3/16,19,6,21,9,1, 
2022/3/17,17,11,25,7,1, 
2022/3/18,23,15,25,7,1, 
2022/3/19,34,12,25,9,1, 
2022/3/20,34,17,30,4,1, 
2022/3/21,44,37,31,11,1,1
2022/3/22,85,44,18,13,2,1
2022/3/23,103,49,16,16,2,1
2022/3/24,113,30,20,19,4,1
2022/3/25,71,22,24,12,2, 
2022/3/26,60,21,20,15,4,1
2022/3/27,65,22,29,11,2, 
2022/3/28,59,18,32,6,1, 
2022/3/29,51,7,30,4,1, 
2022/3/30,11,9,31,5,1,1
2022/3/31,11,7,30,9,1,1
2021/10/1,9,5,20,5,1,1
2021/10/2,13,3,24,1,1,1
2021/10/3,6,6,20,4,1,1
2021/10/4,11,4,21,7,1,1
2021/10/5,10,3,20,7,1,1
2021/10/6,6,2,15, ,1, 
2021/10/7,5,5,20,5,1, 
2021/10/8,12,5,17,3,1, 
2021/10/9,15,8,19,2,1,1
2021/10/10,19,9,18,5,1,1
2021/10/11,18,5,21,6,1,1
2021/10/12,11,5,25,5,2,1
2021/10/13,10,7,23,2,2,1
2021/10/14,19,6,16,10,2,2
2021/10/15,13,6,10,8,2,2
2021/10/16,15,5,10,6,2,1
2021/10/17,20,5,18,6,2,1
2021/10/18,15,3,24,3,2,1
2021/10/19,7,9,27,4,3,1
2021/10/20,17,9,28,6,2,2
2021/10/21,17,6,23,8,2,2
2021/10/22,13,4,31,1,3, 
2021/10/23,9,3,26,1,3,1
2021/10/24,8,6,25,1,3,1
2021/10/25,13,6,26,1,2,1
2021/10/26,14,2,28,1,1, 
2021/10/27,5,4,20,10,1, 
2021/10/28,12,5,23,7,2, 
2021/10/29,12,4,22,3,2, 
2021/10/30,9,4,24,5,2, 
2021/11/1,10,4,25,6,2, 
2021/11/2,8,6,24,10,2,1
2021/11/3,12,3,23,10,2,1
2021/11/4,7,5,20,13,2,1
2021/11/5,9,4,27,8,2,1
2021/11/6,11,6,27,2,3, 
2021/11/7,14,11,25,7,3,1
2021/11/8,27,9,23,8,3,1
2021/11/9,18,6,25,3,3, 
2021/11/10,12,11,23,4,4,1
2021/11/11,21,4,25,4,2,1
2021/11/12,10,3,25,4, , 
2021/11/13,8,11,12,17, ,2
2021/11/14,30,7,11,12, ,2
2021/11/15,22,5,25,7, ,1
2021/11/16,12,7,28,2,1,1
2021/11/17,14,7,28,3,1,1
2021/11/18,17,3,30,3,1, 
2021/11/19,8,5,26,4,1, 
2021/11/20,12,4,28,6,95, 
2021/11/21,10,4,23,6, ,1
2021/11/22,10,4,15,13, ,1
2021/11/23,10,3,26,10, ,1
2021/11/24,7,7,25,10, ,1
2021/11/25,15,8,19,9, ,1
2021/11/26,17,4,28,4, ,1
2021/11/27,9,8,30,4, ,2
2021/11/28,16,5,30,11, ,2
2021/11/29,12,4,22,10, ,1
2021/11/30,9,2,24,8, , 
2021/12/1,4,5,25,9,5,1
2021/12/2,10,9,22,10, ,1
2021/12/3,16,5,27,8, ,1
2021/12/4,12,3,28,6, ,1
2021/12/5,9,9,30,14, ,2
2021/12/6,23,4,22,5, ,2
2021/12/7,11,4,26,5, ,1
2021/12/8,11,6,28,14,1,2
2021/12/9,18,5,25,9, ,2
2021/12/10,13,5,20,12, ,2
2021/12/11,13,7,23,11, ,2
2021/12/12,17,6,32, , ,2
2021/12/13,14,8,33, , ,1
2021/12/14,16,5,30, , ,2
2021/12/15,11,3,27, , ,2
2021/12/16,8,6,25, , ,2
2021/12/17,17,9,24, , ,2
2021/12/18,28,10,20, ,1,2
2021/12/19,37,6,9, ,1,1
2021/12/20,22,5,15, ,1,1
2021/12/21,14,6,23, ,2, 
2021/12/22,23,18,24, ,1,1
2021/12/23,61,7,22, ,2,1
2021/12/24,27,7,27, ,3,1
2021/12/25,13,9,32, ,3,1
2021/12/26,16,8,35, ,3,1
2021/12/27,19,5,33, ,3,1
2021/12/28,18,8,15, ,4,1
2021/12/29,28,8,24, ,4, 
2021/12/30,24,5,32, ,4, 
2021/12/31,13,4,30, ,4, 
2022/1/1,13,12,34, ,4, 
2022/1/2,32,8,33, ,5, 
2022/1/3,21,5,32, ,5, 
2021/7/1,22,12,21,4, , 
2021/7/2,29,15,18,5, , 
2021/7/3,46,13,23,5, , 
2021/7/4,41,7,16,3, , 
2021/7/5,21,7,16,5, , 
2021/7/6,17,6,17,5, , 
2021/7/7,17,7,18,5, , 
2021/7/8,20,10,18,3, , 
2021/7/9,31,11,21,4,1,1
2021/7/10,36,12,21,4,1, 
2021/7/11,39,13,24,3,1, 
2021/7/12,39,6,26,2,1, 
2021/7/13,14,6,12,4,1, 
2021/7/14,16,13,26,6, , 
2021/7/15,26,7,16,6, , 
2021/7/16,15,7,14,3, , 
2021/7/17,14,4,17,4, , 
2021/7/18,8,9,23,3, , 
2021/7/19,23,13,20,3, , 
2021/7/20,33,18,31,4, , 
2021/7/21,50,12,20,3, , 
2021/7/22,37,12,23,2, , 
2021/7/23,32,11,22,3, , 
2021/7/24,29,10,34,1, , 
2021/7/25,29,18,33,5, , 
2021/7/26,47,14,27,2, , 
2021/7/27,36,5,28,3,1, 
2021/7/28,12,5,28,7, , 
2021/7/29,12,5,26,5, , 
2021/7/30,14,5,16,5,1, 
2021/7/31,12,4,23,2,1, 
2021/8/1,7,8,26,3,1, 
2021/8/2,15,8,18,7,2, 
2021/8/3,21,5,30,3,2, 
2021/8/4,15,11,37,2,3, 
2021/8/5,26,9,30,3,3, 
2021/8/6,25,5,19,2,4, 
2021/8/7,10,6,24,4,4, 
2021/8/8,17,5,16,5,4, 
2021/8/9,11,6,24,5,5, 
2021/8/10,18,5,20,3,5, 
2021/8/11,13,8,20,1,5, 
2021/8/12,17,9,21,1,5, 
2021/8/13,20,9,22,3,5, 
2021/8/14,22,8,20,4,6, 
2021/8/15,23,9,26,4,4, 
2021/8/16,30,5,18,5, , 
2021/8/17,10,7,21,5, , 
2021/8/18,13,11,22,4, , 
2021/8/19,25,12,13,6,1, 
2021/8/20,30,4,9,4,1, 
2021/8/21,10,12,20,6,1, 
2021/8/22,42,9,21,4,1, 
2021/8/23,31,12,19,8,1, 
2021/8/24,35,10,16,5,1, 
2021/8/25,30,12,28,1,2, 
2021/8/26,25,11,25,1,2, 
2021/8/27,25,11,26,8,2, 
2021/8/28,27,6,24,1,2, 
2021/8/29,14,5,29,2,2, 
2021/8/30,10,7,26,4,2, 
2021/8/31,17,13,24,4,2, 
2021/9/1,32,14,25,2,2, 
2021/9/2,35,10,21,2,3, 
2021/9/3,31,4,23,3,3, 
2021/9/4,14,13,24,6,3, 
2021/9/5,42,14,22,5,3, 
2021/9/6,46,11,21,4,3, 
2021/9/7,30,23,33,10,4,1
2021/9/8,56,25,37,5,4,1
2021/9/9,69,9,20,7,4, 
2021/9/10,32,4,21,5,4, 
2021/9/11,11,3,25,4,4,1
2021/9/12,7,5,23,3,4,1
2021/9/13,11,9,13,7,4,1
2021/9/14,27,11,19,9,4,1
2021/9/15,36,6,26,3,2,1
2021/9/16,14,4,20,2, ,3
2021/9/17,10,6,18,2, ,6
2021/9/18,15,4,19,3, ,6
2021/9/19,11,6,15,3, ,3
2021/9/20,13,16,17,2, , 
2021/9/21,37,5,27,1, , 
2021/9/22,11,7,25,4, , 
2021/9/23,14,5,19,4, , 
2021/9/24,10,3,20,2, , 
2021/9/25,8,3,22, ,1, 
2021/9/26,8,3,23,4,1, 
2021/9/27,7,5,20,3,1, 
2021/9/28,10,6,18,7, ,1
2021/9/29,11,4,20,3,1, 
2021/9/30,10,4,23,2,1, 
2021/4/1,17,11,27, , , 
2021/4/2,28,11,22, , , 
2021/4/3,31,10,29, ,1, 
2021/4/4,26,5,28, , , 
2021/4/5,10,5,29, , , 
2021/4/6,9,6,26, , , 
2021/4/7,11,10,26, , , 
2021/4/8,19,6,25,10, , 
2021/4/9,13,4,27,11, , 
2021/4/10,9,5,28,9, , 
2021/4/11,12,5,27,13, , 
2021/4/12,11,8,25,13,1, 
2021/4/13,17,13,26,14,1, 
2021/4/14,23,10,27,12,1, 
2021/4/15,19,19,27,14,1, 
2021/4/16,47,17,30,13,1, 
2021/4/17,45,17,33,10,1, 
2021/4/18,50,26,28,16,1, 
2021/4/19,64,13,30,12,1, 
2021/4/20,37,12,28,7,1, 
2021/4/21,24,17,28,13, , 
2021/4/22,37,20,30,16, , 
2021/4/23,44,11,30,7, , 
2021/4/24,28,8,27,8, , 
2021/4/25,22,13,31,13, , 
2021/4/26,32,8,35,9, , 
2021/4/27,18,10,31,7, , 
2021/4/28,19,6,30,8, , 
2021/4/29,12,7,28,7, , 
2021/4/30,15,5,23,8, , 
2021/5/1,13,5,25,9, , 
2021/5/2,15,4,32,7, , 
2021/5/3,9,5,29,9,1, 
2021/5/4,9,5,23,10,1, 
2021/5/5,10,3,22,10,1, 
2021/5/6,9,8,24,13,1, 
2021/5/7,18,5,26,9,1, 
2021/5/8,14,9,25,9,1, 
2021/5/9,23,7,27,11,1, 
2021/5/10,17,8,28,9,1, 
2021/5/11,19,11,28,9,1, 
2021/5/12,24,15,33,8,1, 
2021/5/13,44,7,27,8,1, 
2021/5/14,18,8,24,8,1, 
2021/5/15,23,10,29,10,2, 
2021/5/16,35,10,24, ,2, 
2021/5/17,32,5,27, ,1, 
2021/5/18,9,6,23, ,2, 
2021/5/19,12,6,20, ,2, 
2021/5/20,11,6,26,15,2, 
2021/5/21,14,3,25,13,2, 
2021/5/22,7,3,26,11,3, 
2021/5/23,7,3,24,17,2, 
2021/5/24,8,7,30,16, , 
2021/5/25,17,5,21,18, , 
2021/5/26,15,7,21,13,1, 
2021/5/27,19,11,21,12, , 
2021/5/28,31,12,20,10,1, 
2021/5/29,44,12,23,13,1, 
2021/5/30,40,18,22,13,1, 
2021/5/31,47,17,28,17,1, 
2021/6/1,47,23,29,8,1, 
2021/6/2,51,16,25,8,1, 
2021/6/3,40,6,22,9,1, 
2021/6/4,13,6,20,11,1, 
2021/6/5,14,4,23,11,1, 
2021/6/6,10,9,23,12,1, 
2021/6/7,20,7,20,10,1, 
2021/6/8,17,4,17,9, , 
2021/6/9,8,5,16,11,1, 
2021/6/10,11,8,18,11,1, 
2021/6/11,15,9,20,7,1, 
2021/6/12,21,5,22,7,1, 
2021/6/13,12,8,18,14,1, 
2021/6/14,16,11,25,11,1, 
2021/6/15,28,6,20,14,2, 
2021/6/16,14,7,19,16,1, 
2021/6/17,17,8,19,9,2, 
2021/6/18,15,8,18,10,2, 
2021/6/19,22,7,20,13,2, 
2021/6/20,23,9,19,9,2, 
2021/6/21,23,13,21,10,2, 
2021/6/22,32,6,18,10,2, 
2021/6/23,17,5,16,8,2, 
2021/6/24,9,4,14,6,2, 
2021/6/25,7,5,17,1,2, 
2021/6/26,12,8,18,7,2, 
2021/6/27,22,13,5,12,3, 
2021/6/28,39,19,18,7,3, 
2021/6/29,41,8,20,3,1, 
2021/6/30,19,11,23,2, , 
2021/1/5,12,6,14,12, , 
2021/1/6,12,7,9,16,1,1
2021/1/7,23,8,18,19, ,1
2021/1/8,26,6,23,16, , 
2021/1/9,16,5,26,6, , 
2021/1/10,15,2,28,3, , 
2021/1/11,8,3,29,2, , 
2021/1/12,6,8,14,17, , 
2021/1/13,19,11,27,16,3, 
2021/1/14,23,3,25,11,2, 
2021/1/15,9,7,14,12, , 
2021/1/16,25,7,25,5, , 
2021/1/17,21,7,28,5, , 
2021/1/18,15,8,28,3, , 
2021/1/19,17,11,27,12, , 
2021/1/20,23,5,21,14,4, 
2021/1/21,20,4,20,7,6, 
2021/1/22,11,6,22,6, , 
2021/1/23,16,5,24,5, , 
2021/1/24,13,6,21,6, , 
2021/1/25,18,7,24,7, , 
2021/1/26,14,7,16,7, , 
2021/1/27,23,10,27,8, , 
2021/1/28,33,4,27,9, , 
2021/1/29,10,5,29,9, , 
2021/1/30,12,5,29,3, , 
2021/1/31,11,7,26,5, , 
2021/2/1,15,6,26,6, , 
2021/2/2,10,3,29,2, , 
2021/2/3,5,6,28,2, , 
2021/2/4,14,3,25,2, , 
2021/2/5,8,4,25,2, , 
2021/2/6,10,9,30,1, , 
2021/2/7,20,12,33,1, , 
2021/2/8,24,8,33,2,2, 
2021/2/9,15,4,31,3,1, 
2021/2/10,9,9,28,15,1, 
2021/2/11,20,7,24,14,1,1
2021/2/12,17,10,31,6,1, 
2021/2/13,25,9,31,4,2, 
2021/2/14,26,6,28,4,3, 
2021/2/15,20,7,31,5,3, 
2021/2/16,19,8,31,2,3, 
2021/2/17,22,9,31,2,1, 
2021/2/18,21,4,30,2, , 
2021/2/19,9,4,31,2,1,3
2021/2/20,8,4,32,2,1,2
2021/2/21,12,10,32,2,1,1
2021/2/22,23,8,31,3,1,4
2021/2/23,17,3,28,2,1,4
2021/2/24,7,6,33,1,2,5
2021/2/25,13,12,24,14, , 
2021/2/26,24,9,23,17, , 
2021/2/27,19,6,19, , , 
2021/2/28,18,7,21, ,1, 
2021/3/1,20,15,16, ,1, 
2021/3/2,42,22,18, ,1, 
2021/3/3,66,10,22,27,2, 
2021/3/4,33,9,26,33,2, 
2021/3/5,16,11,23,21,2, 
2021/3/6,21,13,22, ,2, 
2021/3/7,37,18,18, ,3, 
2021/3/8,55,10,18, ,3, 
2021/3/9,29,7,28, ,2, 
2021/3/10,22,8,27, , , 
2021/3/11,17,7,25, ,1, 
2021/3/12,15,4,26, ,1, 
2021/3/13,9,4,23, ,1, 
2021/3/14,10,5,24, ,1, 
2021/3/15,12,5,22, ,1, 
2021/3/16,11,9,22, ,1, 
2021/3/17,19,17,21, ,1, 
2021/3/18,39,10,19, ,2, 
2021/3/19,21,12,18, ,2, 
2021/3/20,33,7,18, ,2, 
2021/3/21,17,7,22, ,2, 
2021/3/22,17,5,22, ,2, 
2021/3/23,9,7,27, ,2, 
2021/3/24,16,8,27, ,3, 
2021/3/25,17,6,30, ,3, 
2021/3/26,15,5,31, ,3, 
2021/3/27,12,7,30, ,3, 
2021/3/28,9,3,21, ,1, 
2021/3/29,8,6,23, , , 
2021/3/30,15,14,28, , , 
2021/3/31,27,10,31, , , 
2020/10/1,13,8,21,7,1, 
2020/10/2,17,6,12,12,2, 
2020/10/3,19,11,25,3,2, 
2020/10/4,27,5,19,7,2, 
2020/10/5,13,6,16,8,2, 
2020/10/6,12,7,19,7,2, 
2020/10/7,14,7,27,7,2, 
2020/10/8,14,5,24,8, , 
2020/10/9,10,3,19,9, , 
2020/10/10,7,3,20,7, , 
2020/10/11,8,4,18,11, , 
2020/10/12,11,7,23,10, , 
2020/10/13,14,16,25,4, , 
2020/10/14,25,7,20,10, , 
2020/10/15,12,6,25,6, , 
2020/10/16,11,3,25,4, , 
2020/10/17,5,4,25,3, , 
2020/10/18,10,9,24,3, , 
2020/10/19,30,13,24,6, , 
2020/10/20,30,7,22,3, , 
2020/10/21,16,4,23,6, , 
2020/10/22,7,5,23,4, , 
2020/10/23,11,7,23,1, , 
2020/10/24,15,6,25,1, , 
2020/10/26,13,5,23,9, , 
2020/10/27,10,8,21,7,1, 
2020/10/28,15,8,24,2, , 
2020/10/29,18,8,24,4, , 
2020/10/30,17,7,23,6, , 
2020/10/31,16,5,26,2,1, 
2020/11/1,13,8,28,1,1, 
2020/11/2,19,6,27,3,6, 
2020/11/3,13,8,21,9,1, 
2020/11/4,18,8,26,5, , 
2020/11/5,16,10,24,5, , 
2020/11/6,25,17,21,13, , 
2020/11/7,48,18,12,11, , 
2020/11/8,60,18,10,9, ,1
2020/11/9,57,20, ,12, ,1
2020/11/10,55,11,24,8, , 
2020/11/11,35,4,24,3, ,2
2020/11/12,9,4,31,4, ,4
2020/11/13,9,6,31,2, ,4
2020/11/14,13,4,28,5, ,4
2020/11/15,12,3,24,5, ,4
2020/11/16,9,5,26,5,1,4
2020/11/17,10,2,26,1,1,2
2020/11/18,6,3,29,2,1, 
2020/11/19,7,8,27,12, ,2
2020/11/20,19,5,26,7, ,2
2020/11/21,8,5,28,4,1,1
2020/11/22,11,7,24,4,1,1
2020/11/23,17,4,26,2,1, 
2020/11/24,8,2,29,3, , 
2020/11/25,5,7,25,6, ,1
2020/11/26,17,9,21,14, ,1
2020/11/27,21,9,17,12, ,1
2020/11/28,21,13,11,13, ,1
2020/11/29,41,20,10,16, ,2
2020/11/30,64,6,23,5, ,1
2020/12/1,17,10,16,14, ,1
2020/12/2,20,6,14,2,1, 
2020/12/3,13,6,16,15,1, 
2020/12/4,14,10,23,5,1, 
2020/12/5,19,9,22,10,1, 
2020/12/6,18,6,6,16,2,1
2020/12/7,22,7,29,18,2,1
2020/12/8,24,3,28,12,1,1
2020/12/9,8,6,14,9,2,1
2020/12/10,12,13,14,8,2, 
2020/12/11,33,5,14,7,2, 
2020/12/12,18,8,15,12,2, 
2020/12/13,29,3,20,4,2, 
2020/12/14,10,6,26,3,2, 
2020/12/15,14,5,23,6,2, 
2020/12/16,11,5,26,3,3, 
2020/12/17,13,4,22,2,3, 
2020/12/18,8,3,25,3,3, 
2020/12/19,5,5,27,2,3, 
2020/12/20,12,6,25, ,3, 
2020/12/21,14,10,24,11,10, 
2020/12/22,23,6,21,10,3, 
2020/12/23,14,6,17,13,5, 
2020/12/24,16,6,21,10,4, 
2020/12/25,13,5,24,4,4, 
2020/12/26,12,6,28, ,4, 
2020/12/27,15,4,29,2,4, 
2020/12/28,11,11,15,16,4, 
2020/12/29,30,6,9,20,4, 
2020/12/30,18,5,13,15,4, 
2020/12/31,15,4,9,15,5,1
2021/1/1,12,5,15,12,48,1
2021/1/2,17,5,13,16, ,1
2021/1/3,16,4,18,10, , 
2021/1/4,11,6,21,7, , 
2020/7/1,15,7,22,1,3, 
2020/7/2,12,3,18,2,4, 
2020/7/3,6,4,20,3, , 
2020/7/4,9,4,20,1, , 
2020/7/5,8,6,22,4, , 
2020/7/6,12,7,22,4, , 
2020/7/7,13,6,21,1, ,1
2020/7/8,12,6,21,2, ,1
2020/7/9,12,4,17,3, , 
2020/7/10,8,4,16,3,1, 
2020/7/11,7,3,23,1,1, 
2020/7/12,9,4,14,5,1, 
2020/7/13,6,4,16,6,1, 
2020/7/14,6,4,11,5,2, 
2020/7/15,5,7,12,5,1, 
2020/7/16,10,4,10,4,1, 
2020/7/17,9,6,19,3,1, 
2020/7/18,14,9,17,6,1, 
2020/7/19,19,6,14,6,1, 
2020/7/20,11,6,20,6,1, 
2020/7/21,11,3,14,5,1, 
2020/7/22,9,3,8,5, , 
2020/7/23,6,6,17,4, , 
2020/7/24,14,3,11,3, , 
2020/7/25,7,4,20,2, , 
2020/7/26,10,4,15,3, , 
2020/7/27,9,6,16,2, , 
2020/7/28,9,10,15,2, , 
2020/7/29,20,5,5,7,1, 
